obsID,SA3,SA8
5386,ter. locomotion,forage
5387,ter. locomotion,forage
5388,no locomotion,stand
5389,no locomotion,stand
5390,ter. locomotion,forage
5391,ter. locomotion,forage
5392,ter. locomotion,forage
5393,ter. locomotion,forage
5394,ter. locomotion,forage
5395,ter. locomotion,forage
5396,ter. locomotion,forage
5397,ter. locomotion,forage
5398,no locomotion,stand
5399,no locomotion,stand
5400,no locomotion,body care
5401,no locomotion,stand
5402,no locomotion,stand
5403,ter. locomotion,forage
5404,no locomotion,body care
5405,no locomotion,sit
5406,ter. locomotion,forage
5407,no locomotion,body care
5408,fly,fly
5409,no locomotion,sit
5410,ter. locomotion,forage
5411,ter. locomotion,forage
5412,no locomotion,stand
5413,no locomotion,stand
5414,no locomotion,stand
5415,no locomotion,stand
5416,no locomotion,stand
5417,no locomotion,stand
5418,no locomotion,stand
5419,no locomotion,stand
5420,no locomotion,stand
5421,no locomotion,body care
5422,no locomotion,body care
5423,ter. locomotion,forage
5424,no locomotion,body care
5425,ter. locomotion,forage
5426,no locomotion,body care
5427,no locomotion,stand
5428,no locomotion,stand
5429,no locomotion,stand
5430,ter. locomotion,forage
5431,ter. locomotion,forage
5432,ter. locomotion,forage
5433,no locomotion,stand
5434,fly,fly
5435,no locomotion,stand
5436,fly,fly
5437,no locomotion,stand
5438,no locomotion,stand
5439,no locomotion,stand
5440,ter. locomotion,forage
5441,ter. locomotion,forage
5442,ter. locomotion,forage
5443,no locomotion,body care
5444,no locomotion,stand
5445,no locomotion,body care
5446,no locomotion,body care
5447,ter. locomotion,forage
5448,no locomotion,stand
5449,ter. locomotion,forage
5450,ter. locomotion,forage
5451,ter. locomotion,forage
5452,no locomotion,stand
5453,ter. locomotion,forage
5454,no locomotion,sit
5455,no locomotion,stand
5456,ter. locomotion,forage
5457,ter. locomotion,forage
5458,no locomotion,sit
5459,no locomotion,body care
5460,ter. locomotion,forage
5461,no locomotion,stand
5462,no locomotion,stand
5463,no locomotion,body care
5464,no locomotion,stand
5465,no locomotion,body care
5466,no locomotion,sit
5467,no locomotion,stand
5468,ter. locomotion,forage
5469,ter. locomotion,forage
5470,no locomotion,stand
5471,no locomotion,stand
5472,no locomotion,stand
5473,no locomotion,stand
5474,no locomotion,body care
5475,no locomotion,stand
5476,no locomotion,stand
5477,no locomotion,stand
5478,no locomotion,stand
5479,no locomotion,stand
5480,ter. locomotion,forage
5481,ter. locomotion,sit
5482,no locomotion,body care
5483,no locomotion,body care
5484,no locomotion,body care
5485,no locomotion,stand
5486,no locomotion,stand
5487,no locomotion,body care
5488,no locomotion,stand
5489,no locomotion,sit
5490,no locomotion,sit
5491,no locomotion,sit
5492,no locomotion,sit
5493,no locomotion,sit
5494,no locomotion,stand
5495,ter. locomotion,forage
5496,ter. locomotion,forage
5497,ter. locomotion,forage
5498,ter. locomotion,forage
5499,fly,fly
5500,no locomotion,body care
5501,ter. locomotion,forage
5502,no locomotion,body care
5503,no locomotion,body care
5504,no locomotion,stand
5505,no locomotion,stand
5506,no locomotion,stand
5507,no locomotion,stand
5508,no locomotion,stand
5509,no locomotion,stand
5510,no locomotion,stand
5511,no locomotion,body care
5512,ter. locomotion,forage
5513,no locomotion,stand
5514,ter. locomotion,forage
5515,ter. locomotion,forage
5516,no locomotion,stand
5517,no locomotion,sit
5518,no locomotion,stand
5519,ter. locomotion,forage
5520,no locomotion,body care
5521,no locomotion,stand
5522,ter. locomotion,forage
5523,no locomotion,stand
5524,no locomotion,body care
5525,ter. locomotion,forage
5526,ter. locomotion,forage
5527,no locomotion,sit
5528,ter. locomotion,forage
5529,no locomotion,stand
5530,no locomotion,stand
5531,no locomotion,stand
5532,no locomotion,sit
5533,no locomotion,sit
5534,no locomotion,stand
5535,no locomotion,body care
5536,ter. locomotion,forage
5537,ter. locomotion,forage
5538,no locomotion,body care
5539,ter. locomotion,forage
5540,ter. locomotion,forage
5541,no locomotion,stand
5542,no locomotion,stand
5543,no locomotion,stand
5544,no locomotion,stand
5545,no locomotion,stand
5546,no locomotion,stand
5547,no locomotion,stand
5548,no locomotion,sit
5549,no locomotion,stand
5550,no locomotion,stand
5551,no locomotion,body care
5552,ter. locomotion,forage
5553,ter. locomotion,forage
5554,ter. locomotion,forage
5555,no locomotion,stand
5556,ter. locomotion,forage
5557,ter. locomotion,forage
5558,ter. locomotion,forage
5559,no locomotion,body care
5560,no locomotion,sit
5561,ter. locomotion,forage
5562,no locomotion,stand
5563,no locomotion,stand
5564,no locomotion,stand
5565,no locomotion,stand
5566,no locomotion,body care
5567,no locomotion,stand
5568,ter. locomotion,forage
5569,ter. locomotion,forage
5570,ter. locomotion,forage
5571,no locomotion,body care
5572,no locomotion,body care
5573,no locomotion,body care
5574,no locomotion,stand
5575,no locomotion,stand
5576,no locomotion,stand
5577,no locomotion,stand
5578,no locomotion,stand
5579,no locomotion,body care
5580,no locomotion,stand
5581,no locomotion,stand
5582,no locomotion,stand
5583,no locomotion,body care
5584,no locomotion,stand
5585,ter. locomotion,forage
5586,no locomotion,body care
5587,ter. locomotion,forage
5588,ter. locomotion,forage
5589,no locomotion,stand
5590,no locomotion,body care
5591,no locomotion,body care
5592,no locomotion,sit
5593,ter. locomotion,forage
5594,no locomotion,body care
5595,no locomotion,body care
5596,no locomotion,stand
5597,no locomotion,body care
5598,no locomotion,body care
5599,ter. locomotion,forage
5600,no locomotion,stand
5601,no locomotion,body care
5602,ter. locomotion,forage
5603,ter. locomotion,forage
5604,ter. locomotion,forage
5605,no locomotion,body care
5606,ter. locomotion,forage
5607,no locomotion,body care
5608,fly,fly
5609,ter. locomotion,forage
5610,ter. locomotion,forage
5611,no locomotion,body care
5612,no locomotion,body care
5613,no locomotion,stand
5614,no locomotion,stand
5615,no locomotion,stand
5616,no locomotion,stand
5617,no locomotion,body care
5618,ter. locomotion,forage
5619,no locomotion,stand
5620,no locomotion,stand
5621,no locomotion,stand
5622,ter. locomotion,forage
5623,ter. locomotion,forage
5624,ter. locomotion,forage
5625,ter. locomotion,forage
5626,ter. locomotion,forage
5627,no locomotion,body care
5628,fly,fly
5629,no locomotion,sit
5630,no locomotion,sit
5631,no locomotion,sit
5632,no locomotion,stand
5633,no locomotion,sit
5634,no locomotion,body care
5635,no locomotion,stand
5636,ter. locomotion,forage
5637,ter. locomotion,forage
5638,no locomotion,body care
5639,ter. locomotion,forage
5640,ter. locomotion,forage
5641,no locomotion,body care
5642,no locomotion,body care
5643,no locomotion,body care
5644,no locomotion,stand
5645,no locomotion,stand
5646,no locomotion,stand
5647,no locomotion,stand
5648,no locomotion,body care
5649,no locomotion,stand
5650,no locomotion,stand
5651,no locomotion,stand
5652,no locomotion,stand
5653,no locomotion,stand
5654,no locomotion,stand
5655,no locomotion,stand
5656,no locomotion,stand
5657,ter. locomotion,body care
5658,ter. locomotion,forage
5659,ter. locomotion,forage
5660,no locomotion,sit
5661,no locomotion,sit
5662,no locomotion,stand
5663,no locomotion,body care
5664,no locomotion,body care
5665,ter. locomotion,forage
5666,no locomotion,stand
5667,no locomotion,stand
5668,fly,fly
5669,no locomotion,body care
5670,no locomotion,stand
5671,ter. locomotion,forage
5672,ter. locomotion,forage
5673,ter. locomotion,forage
5674,no locomotion,stand
5675,no locomotion,stand
5676,no locomotion,body care
5677,ter. locomotion,forage
5678,no locomotion,stand
5679,ter. locomotion,forage
5680,ter. locomotion,forage
5681,ter. locomotion,forage
5682,ter. locomotion,forage
5683,ter. locomotion,forage
5684,no locomotion,body care
5685,no locomotion,body care
5686,no locomotion,stand
5687,no locomotion,stand
5688,no locomotion,stand
5689,no locomotion,stand
5690,no locomotion,stand
5691,no locomotion,stand
5692,no locomotion,stand
5693,ter. locomotion,forage
5694,ter. locomotion,forage
5695,ter. locomotion,forage
5696,ter. locomotion,forage
5697,no locomotion,stand
5698,ter. locomotion,forage
5699,no locomotion,stand
5700,fly,fly
5701,no locomotion,stand
5702,no locomotion,sit
5703,no locomotion,stand
5704,no locomotion,stand
5705,no locomotion,stand
5706,no locomotion,stand
5707,no locomotion,stand
5708,no locomotion,stand
5709,no locomotion,body care
5710,ter. locomotion,forage
5711,ter. locomotion,forage
5712,ter. locomotion,forage
5713,no locomotion,sit
5714,no locomotion,body care
5715,no locomotion,stand
5716,no locomotion,stand
5717,no locomotion,stand
5718,no locomotion,stand
5719,no locomotion,stand
5720,no locomotion,stand
5721,no locomotion,stand
5722,no locomotion,stand
5723,no locomotion,stand
5724,no locomotion,stand
5725,no locomotion,stand
5726,no locomotion,stand
5727,no locomotion,stand
5728,ter. locomotion,forage
5729,ter. locomotion,forage
5730,no locomotion,sit
5731,ter. locomotion,forage
5732,no locomotion,body care
5733,ter. locomotion,forage
5734,ter. locomotion,forage
5735,no locomotion,sit
5736,no locomotion,stand
5737,no locomotion,stand
5738,ter. locomotion,forage
5739,no locomotion,body care
5740,no locomotion,stand
5741,no locomotion,sit
5742,ter. locomotion,forage
5743,ter. locomotion,forage
5744,ter. locomotion,forage
5745,no locomotion,stand
5746,ter. locomotion,forage
5747,no locomotion,sit
5748,ter. locomotion,forage
5749,ter. locomotion,forage
5750,ter. locomotion,forage
5751,ter. locomotion,forage
5752,ter. locomotion,forage
5753,ter. locomotion,forage
5754,ter. locomotion,forage
5755,ter. locomotion,forage
5756,no locomotion,stand
5757,ter. locomotion,forage
5758,no locomotion,sit
5759,no locomotion,stand
5760,no locomotion,stand
5761,no locomotion,stand
5762,no locomotion,stand
5763,no locomotion,stand
5764,no locomotion,stand
5765,ter. locomotion,forage
5766,ter. locomotion,forage
5767,ter. locomotion,forage
5768,ter. locomotion,forage
5769,no locomotion,body care
5770,ter. locomotion,forage
5771,ter. locomotion,forage
5772,no locomotion,stand
5773,ter. locomotion,forage
5774,no locomotion,stand
5775,no locomotion,stand
5776,no locomotion,body care
5777,no locomotion,stand
5778,no locomotion,stand
5779,no locomotion,stand
5780,no locomotion,body care
5781,no locomotion,body care
5782,no locomotion,stand
5783,no locomotion,sit
5784,no locomotion,stand
5785,no locomotion,stand
5786,no locomotion,stand
5787,no locomotion,stand
5788,no locomotion,body care
5789,no locomotion,stand
5790,no locomotion,stand
5791,no locomotion,stand
5792,no locomotion,stand
5793,no locomotion,stand
5794,no locomotion,stand
5795,no locomotion,stand
5796,no locomotion,stand
5797,no locomotion,stand
5798,no locomotion,stand
5799,ter. locomotion,forage
5800,ter. locomotion,forage
5801,no locomotion,sit
5802,ter. locomotion,forage
5803,ter. locomotion,forage
5804,no locomotion,body care
5805,ter. locomotion,forage
5806,no locomotion,body care
5807,ter. locomotion,sit
5808,ter. locomotion,forage
5809,ter. locomotion,forage
5810,ter. locomotion,forage
5811,ter. locomotion,forage
5812,no locomotion,body care
5813,no locomotion,stand
5814,no locomotion,stand
5815,no locomotion,body care
5816,no locomotion,body care
5817,no locomotion,body care
5818,ter. locomotion,forage
5819,no locomotion,body care
5820,ter. locomotion,forage
5821,no locomotion,body care
5822,ter. locomotion,forage
5823,ter. locomotion,forage
5824,ter. locomotion,forage
5825,ter. locomotion,forage
5826,no locomotion,stand
5827,no locomotion,stand
5828,no locomotion,stand
5829,no locomotion,stand
5830,no locomotion,body care
5831,no locomotion,body care
5832,no locomotion,stand
5833,no locomotion,sit
5834,ter. locomotion,forage
5835,no locomotion,body care
5836,ter. locomotion,forage
5837,ter. locomotion,forage
5838,no locomotion,body care
5839,no locomotion,body care
5840,ter. locomotion,forage
5841,no locomotion,stand
5842,no locomotion,body care
5843,ter. locomotion,forage
5844,no locomotion,stand
5845,no locomotion,stand
5846,fly,fly
5847,no locomotion,stand
5848,no locomotion,body care
5849,ter. locomotion,forage
5850,no locomotion,body care
5851,ter. locomotion,forage
5852,ter. locomotion,forage
5853,no locomotion,stand
5854,no locomotion,stand
5855,no locomotion,stand
5856,no locomotion,stand
5857,no locomotion,stand
5858,no locomotion,stand
5859,no locomotion,stand
5860,no locomotion,stand
5861,no locomotion,stand
5862,no locomotion,stand
5863,no locomotion,stand
5864,no locomotion,stand
5865,no locomotion,body care
5866,no locomotion,stand
5867,no locomotion,body care
5868,no locomotion,sit
5869,no locomotion,sit
5870,no locomotion,stand
5871,no locomotion,sit
5872,no locomotion,sit
5873,ter. locomotion,forage
5874,ter. locomotion,forage
5875,no locomotion,stand
5876,no locomotion,sit
5877,no locomotion,stand
5878,no locomotion,body care
5879,ter. locomotion,forage
5880,no locomotion,sit
5881,fly,fly
5882,no locomotion,stand
5883,fly,fly
5884,ter. locomotion,forage
5885,ter. locomotion,forage
5886,ter. locomotion,sit
5887,no locomotion,stand
5888,no locomotion,stand
5889,ter. locomotion,sit
5890,ter. locomotion,forage
5891,ter. locomotion,forage
5892,no locomotion,stand
5893,ter. locomotion,forage
5894,ter. locomotion,forage
5895,ter. locomotion,forage
5896,no locomotion,body care
5897,ter. locomotion,forage
5898,no locomotion,stand
5899,no locomotion,stand
5900,no locomotion,stand
5901,no locomotion,stand
5902,no locomotion,body care
5903,no locomotion,stand
5904,no locomotion,stand
5905,no locomotion,stand
5906,no locomotion,stand
5907,no locomotion,stand
5908,no locomotion,body care
5909,ter. locomotion,forage
5910,ter. locomotion,forage
5911,no locomotion,sit
5912,ter. locomotion,forage
5913,ter. locomotion,forage
5914,no locomotion,stand
5915,ter. locomotion,forage
5916,no locomotion,body care
5917,ter. locomotion,forage
5918,no locomotion,stand
5919,no locomotion,stand
5920,no locomotion,stand
5921,no locomotion,stand
5922,ter. locomotion,forage
5923,ter. locomotion,forage
5924,no locomotion,stand
5925,no locomotion,stand
5926,no locomotion,stand
5927,no locomotion,stand
5928,no locomotion,stand
5929,no locomotion,stand
5930,no locomotion,stand
5931,no locomotion,stand
5932,no locomotion,stand
